Transription Units,TU BNum,TU EcoCycID,First Gene,Last Gene,TU Start,TU End,TU Length,TU RNA Deg Rate,Avg Deg Rate,Stdev Deg Rate
"[ybgF, lysT, valT, lysW, valZ, lysY]","(b0742, b0743, b0744, b0745, b0746, b0747)","[EG12854, EG30055, EG30109, EG30057, G6389, G6390]",b0742,b0747,779598,781222,1624,"[186.0, 172800.0, 172800.0, 172800.0, 172800.0, 172800.0]",144031.0,64329.4396447
"[lysT, valT, lysW]","(b0743, b0744, b0745)","[EG30055, EG30109, EG30057]",b0743,b0745,780554,780918,364,"[172800.0, 172800.0, 172800.0]",172800.0,0.0
"[lysT, valT]","(b0743, b0744)","[EG30055, EG30109]",b0743,b0744,780554,780840,286,"[172800.0, 172800.0]",172800.0,0.0
"[lysT, valT, lysW, valZ, lysY, lysZ, lysQ]","(b0743, b0744, b0745, b0746, b0747, b0748, b0749)","[EG30055, EG30109, EG30057, G6389, G6390, G6391, G6392]",b0743,b0749,780554,781652,1098,"[172800.0, 172800.0, 172800.0, 172800.0, 172800.0, 172800.0, 172800.0]",172800.0,0.0
"[lysT, valT, lysW, valZ, lysY, lysZ]","(b0743, b0744, b0745, b0746, b0747, b0748)","[EG30055, EG30109, EG30057, G6389, G6390, G6391]",b0743,b0748,780554,781444,890,"[172800.0, 172800.0, 172800.0, 172800.0, 172800.0, 172800.0]",172800.0,0.0
"[lysT, valT, lysW, valZ, lysY]","(b0743, b0744, b0745, b0746, b0747)","[EG30055, EG30109, EG30057, G6389, G6390]",b0743,b0747,780554,781222,668,"[172800.0, 172800.0, 172800.0, 172800.0, 172800.0]",172800.0,0.0
[lysT],"(b0743,)",[EG30055],b0743,b0743,780554,780629,75,[172800.0],172800.0,0.0
"[lysT, valT, lysW, valZ]","(b0743, b0744, b0745, b0746)","[EG30055, EG30109, EG30057, G6389]",b0743,b0746,780554,781143,589,"[172800.0, 172800.0, 172800.0, 172800.0]",172800.0,0.0
[valT],"(b0744,)",[EG30109],b0744,b0744,780765,780840,75,[172800.0],172800.0,0.0
"[valT, lysW, valZ, lysY, lysZ, lysQ]","(b0744, b0745, b0746, b0747, b0748, b0749)","[EG30109, EG30057, G6389, G6390, G6391, G6392]",b0744,b0749,780765,781652,887,"[172800.0, 172800.0, 172800.0, 172800.0, 172800.0, 172800.0]",172800.0,0.0
"[valT, lysW]","(b0744, b0745)","[EG30109, EG30057]",b0744,b0745,780765,780918,153,"[172800.0, 172800.0]",172800.0,0.0
"[valT, lysW, valZ, lysY, lysZ]","(b0744, b0745, b0746, b0747, b0748)","[EG30109, EG30057, G6389, G6390, G6391]",b0744,b0748,780765,781444,679,"[172800.0, 172800.0, 172800.0, 172800.0, 172800.0]",172800.0,0.0
"[lysW, valZ]","(b0745, b0746)","[EG30057, G6389]",b0745,b0746,780843,781143,300,"[172800.0, 172800.0]",172800.0,0.0
"[valZ, lysY, lysZ, lysQ]","(b0746, b0747, b0748, b0749)","[G6389, G6390, G6391, G6392]",b0746,b0749,781068,781652,584,"[172800.0, 172800.0, 172800.0, 172800.0]",172800.0,0.0
[nadA],"(b0750,)",[EG10630],b0750,b0750,782085,783128,1043,[198.0],198.0,0.0
"[nadA, pnuC]","(b0750, b0751)","[EG10630, EG11700]",b0750,b0751,782085,783885,1800,"[198.0, 180.0]",189.0,9.0
[pnuC],"(b0751,)",[EG11700],b0751,b0751,783166,783885,719,[180.0],180.0,0.0
[zitB],"(b0752,)",[G6393],b0752,b0752,783882,784823,941,[192.0],192.0,0.0
[aroG],"(b0754,)",[EG10079],b0754,b0754,785633,786685,1052,[156.0],156.0,0.0
"[gpmA, galM]","(b0755, b0756)","[EG11699, EG11698]",b0755,b0756,786843,788837,1994,"[174.0, 144.0]",159.0,15.0
[gpmA],"(b0755,)",[EG11699],b0755,b0755,786843,787595,752,[174.0],174.0,0.0
"[galM, galK, galT]","(b0756, b0757, b0758)","[EG11698, EG10363, EG10366]",b0756,b0758,787797,791029,3232,"[144.0, 282.0, 276.0]",234.0,63.6867333124
[galM],"(b0756,)",[EG11698],b0756,b0756,787797,788837,1040,[144.0],144.0,0.0
"[galM, galK, galT, galE]","(b0756, b0757, b0758, b0759)","[EG11698, EG10363, EG10366, EG10362]",b0756,b0759,787797,792055,4258,"[144.0, 282.0, 276.0, 270.0]",243.0,57.3149195236
"[galK, galT, galE]","(b0757, b0758, b0759)","[EG10363, EG10366, EG10362]",b0757,b0759,788831,792055,3224,"[282.0, 276.0, 270.0]",276.0,4.89897948557
"[galK, galT]","(b0757, b0758)","[EG10363, EG10366]",b0757,b0758,788831,791029,2198,"[282.0, 276.0]",279.0,3.0
[galK],"(b0757,)",[EG10363],b0757,b0757,788831,789979,1148,[282.0],282.0,0.0
[galT],"(b0758,)",[EG10366],b0758,b0758,789983,791029,1046,[276.0],276.0,0.0
"[galT, galE]","(b0758, b0759)","[EG10366, EG10362]",b0758,b0759,789983,792055,2072,"[276.0, 270.0]",273.0,3.0
[galE],"(b0759,)",[EG10362],b0759,b0759,791039,792055,1016,[270.0],270.0,0.0
"[modF, modE]","(b0760, b0761)","[EG11677, G6395]",b0760,b0761,792316,794644,2328,"[180.0, 360.0]",270.0,90.0
[modF],"(b0760,)",[EG11677],b0760,b0760,792316,793788,1472,[180.0],180.0,0.0
[modE],"(b0761,)",[G6395],b0761,b0761,793856,794644,788,[360.0],360.0,0.0
"[modE, acrZ]","(b0761, b0762)","[G6395, G6396]",b0761,b0762,793856,794922,1066,"[360.0, 344.82]",352.41,7.59
"[acrZ, modA, modB, modC]","(b0762, b0763, b0764, b0765)","[G6396, EG12427, EG10002, EG10152]",b0762,b0765,794773,797612,2839,"[344.82, 414.0, 564.0, 450.0]",443.205,79.3255070895
[acrZ],"(b0762,)",[G6396],b0762,b0762,794773,794922,149,[344.82],344.82,0.0
"[acrZ, modA, modB]","(b0762, b0763, b0764)","[G6396, EG12427, EG10002]",b0762,b0764,794773,796551,1778,"[344.82, 414.0, 564.0]",440.94,91.4851201016
[modA],"(b0763,)",[EG12427],b0763,b0763,795089,795862,773,[414.0],414.0,0.0
"[modA, modB, modC, ybhA]","(b0763, b0764, b0765, b0766)","[EG12427, EG10002, EG10152, EG11239]",b0763,b0766,795089,798431,3342,"[414.0, 564.0, 450.0, 390.0]",454.5,66.7289292586
"[modA, modB]","(b0763, b0764)","[EG12427, EG10002]",b0763,b0764,795089,796551,1462,"[414.0, 564.0]",489.0,75.0
"[modA, modB, modC]","(b0763, b0764, b0765)","[EG12427, EG10002, EG10152]",b0763,b0765,795089,797612,2523,"[414.0, 564.0, 450.0]",476.0,63.9374694526
"[modB, modC]","(b0764, b0765)","[EG10002, EG10152]",b0764,b0765,795862,797612,1750,"[564.0, 450.0]",507.0,57.0
[modB],"(b0764,)",[EG10002],b0764,b0764,795862,796551,689,[564.0],564.0,0.0
[ybhA],"(b0766,)",[EG11239],b0766,b0766,797613,798431,818,[390.0],390.0,0.0
[pgl],"(b0767,)",[G6397],b0767,b0767,798586,799581,995,[324.0],324.0,0.0
"[ybhC, ybhB, bioA]","(b0772, b0773, b0774)","[EG12875, EG11238, EG10117]",b0772,b0774,805998,809257,3259,"[384.0, 324.0, 132.0]",280.0,107.48023074
[ybhC],"(b0772,)",[EG12875],b0772,b0772,805998,807281,1283,[384.0],384.0,0.0
"[ybhC, ybhB]","(b0772, b0773)","[EG12875, EG11238]",b0772,b0773,805998,807909,1911,"[384.0, 324.0]",354.0,30.0
[ybhB],"(b0773,)",[EG11238],b0773,b0773,807433,807909,476,[324.0],324.0,0.0
"[ybhB, bioA]","(b0773, b0774)","[EG11238, EG10117]",b0773,b0774,807433,809257,1824,"[324.0, 132.0]",228.0,96.0
[bioA],"(b0774,)",[EG10117],b0774,b0774,807968,809257,1289,[132.0],132.0,0.0
"[bioB, bioF, bioC, bioD]","(b0775, b0776, b0777, b0778)","[EG10118, EG10121, EG10119, EG10120]",b0775,b0778,809344,812947,3603,"[162.0, 162.0, 126.0, 132.0]",145.5,16.6358047596
"[bioB, bioF, bioC]","(b0775, b0776, b0777)","[EG10118, EG10121, EG10119]",b0775,b0777,809344,812277,2933,"[162.0, 162.0, 126.0]",150.0,16.9705627485
[bioB],"(b0775,)",[EG10118],b0775,b0775,809344,810384,1040,[162.0],162.0,0.0
"[bioB, bioF]","(b0775, b0776)","[EG10118, EG10121]",b0775,b0776,809344,811535,2191,"[162.0, 162.0]",162.0,0.0
"[bioC, bioD]","(b0777, b0778)","[EG10119, EG10120]",b0777,b0778,811522,812947,1425,"[126.0, 132.0]",129.0,3.0
[bioC],"(b0777,)",[EG10119],b0777,b0777,811522,812277,755,[126.0],126.0,0.0
[bioD],"(b0778,)",[EG10120],b0778,b0778,812270,812947,677,[132.0],132.0,0.0
[uvrB],"(b0779,)",[EG11062],b0779,b0779,813526,815547,2021,[344.82],344.82,0.0
[ybhK],"(b0780,)",[G6402],b0780,b0780,815739,816647,908,[344.82],344.82,0.0
"[moaA, moaB, moaC, moaD, moaE]","(b0781, b0782, b0783, b0784, b0785)","[EG11595, EG11596, EG11666, EG11597, EG11598]",b0781,b0785,817044,819747,2703,"[192.0, 132.0, 144.0, 216.0, 144.0]",165.6,32.555183919
[moaA],"(b0781,)",[EG11595],b0781,b0781,817044,818033,989,[192.0],192.0,0.0
"[moaA, moaB, moaC]","(b0781, b0782, b0783)","[EG11595, EG11596, EG11666]",b0781,b0783,817044,819055,2011,"[192.0, 132.0, 144.0]",156.0,25.9229627936
"[moaA, moaB, moaC, moaD]","(b0781, b0782, b0783, b0784)","[EG11595, EG11596, EG11666, EG11597]",b0781,b0784,817044,819293,2249,"[192.0, 132.0, 144.0, 216.0]",171.0,34.3365694268
"[moaA, moaB]","(b0781, b0782)","[EG11595, EG11596]",b0781,b0782,817044,818567,1523,"[192.0, 132.0]",162.0,30.0
[moaB],"(b0782,)",[EG11596],b0782,b0782,818055,818567,512,[132.0],132.0,0.0
"[moaB, moaC, moaD, moaE]","(b0782, b0783, b0784, b0785)","[EG11596, EG11666, EG11597, EG11598]",b0782,b0785,818055,819747,1692,"[132.0, 144.0, 216.0, 144.0]",159.0,33.2716095192
"[moaB, moaC]","(b0782, b0783)","[EG11596, EG11666]",b0782,b0783,818055,819055,1000,"[132.0, 144.0]",138.0,6.0
"[moaB, moaC, moaD]","(b0782, b0783, b0784)","[EG11596, EG11666, EG11597]",b0782,b0784,818055,819293,1238,"[132.0, 144.0, 216.0]",164.0,37.094473982
"[moaC, moaD]","(b0783, b0784)","[EG11666, EG11597]",b0783,b0784,818570,819293,723,"[144.0, 216.0]",180.0,36.0
"[moaC, moaD, moaE]","(b0783, b0784, b0785)","[EG11666, EG11597, EG11598]",b0783,b0785,818570,819747,1177,"[144.0, 216.0, 144.0]",168.0,33.941125497
[ybhL],"(b0786,)",[G6403],b0786,b0786,819884,820588,704,[300.0],300.0,0.0
[ybhQ],"(b0791,)",[G6408],b0791,b0791,824630,825040,410,[294.0],294.0,0.0
"[ybhF, ybhG]","(b0794, b0795)","[G6411, G6412]",b0794,b0795,827245,829972,2727,"[294.0, 402.0]",348.0,54.0
"[ybhF, ybhG, ybiH]","(b0794, b0795, b0796)","[G6411, G6412, EG12406]",b0794,b0796,827245,830643,3398,"[294.0, 402.0, 348.0]",348.0,44.0908153701
[ybhF],"(b0794,)",[G6411],b0794,b0794,827245,828981,1736,[294.0],294.0,0.0
[ybhG],"(b0795,)",[G6412],b0795,b0795,828974,829972,998,[402.0],402.0,0.0
"[ybhG, ybiH]","(b0795, b0796)","[G6412, EG12406]",b0795,b0796,828974,830643,1669,"[402.0, 348.0]",375.0,27.0
[ybiH],"(b0796,)",[EG12406],b0796,b0796,829972,830643,671,[348.0],348.0,0.0
[rhlE],"(b0797,)",[EG11235],b0797,b0797,830872,832236,1364,[282.0],282.0,0.0
[ybiA],"(b0798,)",[EG11579],b0798,b0798,832468,832950,482,[384.0],384.0,0.0
[dinG],"(b0799,)",[EG11357],b0799,b0799,833070,835220,2150,[318.0],318.0,0.0
[ybiB],"(b0800,)",[EG11580],b0800,b0800,835248,836210,962,[344.82],344.82,0.0
"[ybiB, ybiC]","(b0800, b0801)","[EG11580, EG11581]",b0800,b0801,835248,837436,2188,"[344.82, 228.0]",286.41,58.41
[ybiC],"(b0801,)",[EG11581],b0801,b0801,836351,837436,1085,[228.0],228.0,0.0
"[ybiC, ybiJ, ybiI]","(b0801, b0802, b0803)","[EG11581, EG12422, EG12421]",b0801,b0803,836351,838456,2105,"[228.0, 228.0, 180.0]",212.0,22.627416998
"[ybiC, ybiJ]","(b0801, b0802)","[EG11581, EG12422]",b0801,b0802,836351,837925,1574,"[228.0, 228.0]",228.0,0.0
"[ybiJ, ybiI, ybiX]","(b0802, b0803, b0804)","[EG12422, EG12421, G6413]",b0802,b0804,837665,839207,1542,"[228.0, 180.0, 344.82]",250.94,69.2150792819
"[ybiJ, ybiI, ybiX, fiu]","(b0802, b0803, b0804, b0805)","[EG12422, EG12421, G6413, G6414]",b0802,b0805,837665,841531,3866,"[228.0, 180.0, 344.82, 420.0]",293.205,94.6152000209
[ybiJ],"(b0802,)",[EG12422],b0802,b0802,837665,837925,260,[228.0],228.0,0.0
"[ybiI, ybiX]","(b0803, b0804)","[EG12421, G6413]",b0803,b0804,838190,839207,1017,"[180.0, 344.82]",262.41,82.41
"[ybiI, ybiX, fiu]","(b0803, b0804, b0805)","[EG12421, G6413, G6414]",b0803,b0805,838190,841531,3341,"[180.0, 344.82, 420.0]",314.94,100.231767419
"[ybiX, fiu]","(b0804, b0805)","[G6413, G6414]",b0804,b0805,838530,841531,3001,"[344.82, 420.0]",382.41,37.59
[ybiX],"(b0804,)",[G6413],b0804,b0804,838530,839207,677,[344.82],344.82,0.0
[fiu],"(b0805,)",[G6414],b0805,b0805,839249,841531,2282,[420.0],420.0,0.0
[mcbA],"(b0806,)",[G6415],b0806,b0806,841796,842056,260,[504.0],504.0,0.0
[rlmF],"(b0807,)",[G6416],b0807,b0807,842332,843258,926,[378.0],378.0,0.0
[glnH],"(b0811,)",[EG10386],b0811,b0811,847258,848004,746,[342.0],342.0,0.0
[dps],"(b0812,)",[EG11415],b0812,b0812,848408,848911,503,[516.0],516.0,0.0
[rhtA],"(b0813,)",[EG12134],b0813,b0813,849210,850097,887,[306.0],306.0,0.0
[ompX],"(b0814,)",[EG12117],b0814,b0814,850450,850965,515,[408.0],408.0,0.0
[mntS],"(b4705,)",[G0-10715],b4705,b4705,852869,852997,128,[344.82],344.82,0.0
"[mntS, mntR]","(b4705, b0817)","[G0-10715, G6420]",b4705,b0817,852869,853650,781,"[344.82, 354.0]",349.41,4.59
[mntR],"(b0817,)",[G6420],b0817,b0817,853183,853650,467,[354.0],354.0,0.0
"[mntR, ybiR]","(b0817, b0818)","[G6420, G6421]",b0817,b0818,853183,854765,1582,"[354.0, 408.0]",381.0,27.0
[ldtB],"(b0819,)",[G6422],b0819,b0819,854824,855744,920,[306.0],306.0,0.0
[ybiT],"(b0820,)",[G6423],b0820,b0820,855963,857555,1592,[306.0],306.0,0.0
[ybiU],"(b0821,)",[G6424],b0821,b0821,857796,859061,1265,[344.82],344.82,0.0
[ybiV],"(b0822,)",[G6425],b0822,b0822,859213,860028,815,[330.0],330.0,0.0
[fsaA],"(b0825,)",[G6428],b0825,b0825,863642,864304,662,[420.0],420.0,0.0
[moeB],"(b0826,)",[EG10154],b0826,b0826,864380,865129,749,[240.0],240.0,0.0
"[moeB, moeA]","(b0826, b0827)","[EG10154, EG10153]",b0826,b0827,864380,866364,1984,"[240.0, 348.0]",294.0,54.0
[moeA],"(b0827,)",[EG10153],b0827,b0827,865129,866364,1235,[348.0],348.0,0.0
[iaaA],"(b0828,)",[EG12407],b0828,b0828,866568,867533,965,[138.0],138.0,0.0
"[iaaA, gsiA]","(b0828, b0829)","[EG12407, G6429]",b0828,b0829,866568,869391,2823,"[138.0, 168.0]",153.0,15.0
[gsiA],"(b0829,)",[G6429],b0829,b0829,867520,869391,1871,[168.0],168.0,0.0
"[gsiA, gsiB]","(b0829, b0830)","[G6429, G6430]",b0829,b0830,867520,870949,3429,"[168.0, 252.0]",210.0,42.0
[gsiB],"(b0830,)",[G6430],b0830,b0830,869411,870949,1538,[252.0],252.0,0.0
"[gsiC, gsiD]","(b0831, b0832)","[G6431, G6432]",b0831,b0832,870967,872801,1834,"[276.0, 282.0]",279.0,3.0
[gsiC],"(b0831,)",[G6431],b0831,b0831,870967,871887,920,[276.0],276.0,0.0
[rimO],"(b0835,)",[G6435],b0835,b0835,876710,878035,1325,[354.0],354.0,0.0
[yliI],"(b0837,)",[G6437],b0837,b0837,878742,879857,1115,[294.0],294.0,0.0
[gstB],"(b0838,)",[G6438],b0838,b0838,879854,880480,626,[288.0],288.0,0.0
[dacC],"(b0839,)",[EG10203],b0839,b0839,880727,881929,1202,[344.82],344.82,0.0
[deoR],"(b0840,)",[EG10223],b0840,b0840,881976,882734,758,[348.0],348.0,0.0
"[deoR, ybjG]","(b0840, b0841)","[EG10223, G6439]",b0840,b0841,881976,883388,1412,"[348.0, 492.0]",420.0,72.0
[ybjG],"(b0841,)",[G6439],b0841,b0841,882792,883388,596,[492.0],492.0,0.0
[mdfA],"(b0842,)",[G6440],b0842,b0842,883673,884905,1232,[378.0],378.0,0.0
"[ybjI, ybjJ]","(b0844, b0845)","[G6442, G6443]",b0844,b0845,885316,887339,2023,"[264.0, 342.0]",303.0,39.0
[ybjI],"(b0844,)",[G6442],b0844,b0844,885316,886131,815,[264.0],264.0,0.0
[ybjJ],"(b0845,)",[G6443],b0845,b0845,886131,887339,1208,[342.0],342.0,0.0
"[rcdA, rybB]","(b0846, b4417)","[G6444, G0-8880]",b0846,b4417,887423,888054,631,"[408.0, 344.82]",376.41,31.59
[rcdA],"(b0846,)",[G6444],b0846,b0846,887423,887959,536,[408.0],408.0,0.0
"[rybB, ybjL]","(b4417, b0847)","[G0-8880, G6445]",b4417,b0847,887976,889819,1843,"[344.82, 186.0]",265.41,79.41
[rybB],"(b4417,)",[G0-8880],b4417,b4417,887976,888054,78,[344.82],344.82,0.0
[ybjL],"(b0847,)",[G6445],b0847,b0847,888134,889819,1685,[186.0],186.0,0.0
[ybjM],"(b0848,)",[G6446],b0848,b0848,890089,890466,377,[330.0],330.0,0.0
"[ybjC, nfsA, rimK]","(b0850, b0851, b0852)","[EG12842, EG11261, EG10852]",b0850,b0852,890913,892869,1956,"[294.0, 276.0, 264.0]",278.0,12.3288280059
[ybjC],"(b0850,)",[EG12842],b0850,b0850,890913,891200,287,[294.0],294.0,0.0
"[ybjC, nfsA]","(b0850, b0851)","[EG12842, EG11261]",b0850,b0851,890913,891906,993,"[294.0, 276.0]",285.0,9.0
"[ybjC, nfsA, rimK, ybjN]","(b0850, b0851, b0852, b0853)","[EG12842, EG11261, EG10852, G6447]",b0850,b0853,890913,893433,2520,"[294.0, 276.0, 264.0, 324.0]",289.5,22.59977876
"[nfsA, rimK, ybjN]","(b0851, b0852, b0853)","[EG11261, EG10852, G6447]",b0851,b0853,891184,893433,2249,"[276.0, 264.0, 324.0]",288.0,25.9229627936
[nfsA],"(b0851,)",[EG11261],b0851,b0851,891184,891906,722,[276.0],276.0,0.0
"[nfsA, rimK]","(b0851, b0852)","[EG11261, EG10852]",b0851,b0852,891184,892869,1685,"[276.0, 264.0]",270.0,6.0
[rimK],"(b0852,)",[EG10852],b0852,b0852,891967,892869,902,[264.0],264.0,0.0
"[rimK, ybjN]","(b0852, b0853)","[EG10852, G6447]",b0852,b0853,891967,893433,1466,"[264.0, 324.0]",294.0,30.0
[ybjN],"(b0853,)",[G6447],b0853,b0853,892957,893433,476,[324.0],324.0,0.0
"[ybjN, potF]","(b0853, b0854)","[G6447, EG11629]",b0853,b0854,892957,894896,1939,"[324.0, 252.0]",288.0,36.0
[potF],"(b0854,)",[EG11629],b0854,b0854,893784,894896,1112,[252.0],252.0,0.0
"[potF, potG, potH, potI]","(b0854, b0855, b0856, b0857)","[EG11629, EG11630, EG11631, EG11632]",b0854,b0857,893784,897929,4145,"[252.0, 156.0, 216.0, 372.0]",249.0,78.8606365686
"[potF, potG]","(b0854, b0855)","[EG11629, EG11630]",b0854,b0855,893784,896124,2340,"[252.0, 156.0]",204.0,48.0
"[potF, potG, potH]","(b0854, b0855, b0856)","[EG11629, EG11630, EG11631]",b0854,b0856,893784,897087,3303,"[252.0, 156.0, 216.0]",208.0,39.5979797464
"[ybjO, rlmC]","(b0858, b0859)","[G6448, G6449]",b0858,b0859,897989,899645,1656,"[312.0, 240.0]",276.0,36.0
[ybjO],"(b0858,)",[G6448],b0858,b0858,897989,898477,488,[312.0],312.0,0.0
[rlmC],"(b0859,)",[G6449],b0859,b0859,898518,899645,1127,[240.0],240.0,0.0
[artJ],"(b0860,)",[EG11628],b0860,b0860,899844,900575,731,[246.0],246.0,0.0
[artM],"(b0861,)",[EG11627],b0861,b0861,900866,901534,668,[228.0],228.0,0.0
"[artM, artQ, artI]","(b0861, b0862, b0863)","[EG11627, EG11626, EG11625]",b0861,b0863,900866,902988,2122,"[228.0, 264.0, 344.82]",278.94,48.8475915476
"[artM, artQ, artI, artP]","(b0861, b0862, b0863, b0864)","[EG11627, EG11626, EG11625, EG11624]",b0861,b0864,900866,903734,2868,"[228.0, 264.0, 344.82, 246.0]",270.705,44.6431526105
"[artQ, artI, artP, ybjP]","(b0862, b0863, b0864, b0865)","[EG11626, EG11625, EG11624, G6450]",b0862,b0865,901534,904467,2933,"[264.0, 344.82, 246.0, 234.0]",272.205,43.262525065
[artQ],"(b0862,)",[EG11626],b0862,b0862,901534,902250,716,[264.0],264.0,0.0
"[artQ, artI, artP]","(b0862, b0863, b0864)","[EG11626, EG11625, EG11624]",b0862,b0864,901534,903734,2200,"[264.0, 344.82, 246.0]",284.94,42.9744947614
"[artQ, artI]","(b0862, b0863)","[EG11626, EG11625]",b0862,b0863,901534,902988,1454,"[264.0, 344.82]",304.41,40.41
"[artI, artP]","(b0863, b0864)","[EG11625, EG11624]",b0863,b0864,902257,903734,1477,"[344.82, 246.0]",295.41,49.41
[artI],"(b0863,)",[EG11625],b0863,b0863,902257,902988,731,[344.82],344.82,0.0
[artP],"(b0864,)",[EG11624],b0864,b0864,903006,903734,728,[246.0],246.0,0.0
"[artP, ybjP]","(b0864, b0865)","[EG11624, G6450]",b0864,b0865,903006,904467,1461,"[246.0, 234.0]",240.0,6.0
"[ybjP, ybjQ]","(b0865, b0866)","[G6450, G6451]",b0865,b0866,903952,904916,964,"[234.0, 276.0]",255.0,21.0
[ybjP],"(b0865,)",[G6450],b0865,b0865,903952,904467,515,[234.0],234.0,0.0
"[ybjQ, amiD]","(b0866, b0867)","[G6451, G6452]",b0866,b0867,904593,905743,1150,"[276.0, 264.0]",270.0,6.0
[ybjQ],"(b0866,)",[G6451],b0866,b0866,904593,904916,323,[276.0],276.0,0.0
"[ybjQ, amiD, ybjS]","(b0866, b0867, b0868)","[G6451, G6452, G6453]",b0866,b0868,904593,906753,2160,"[276.0, 264.0, 222.0]",254.0,23.1516738056
[amiD],"(b0867,)",[G6452],b0867,b0867,904913,905743,830,[264.0],264.0,0.0
[ybjS],"(b0868,)",[G6453],b0868,b0868,905740,906753,1013,[222.0],222.0,0.0
"[ybjS, ybjT, ltaE]","(b0868, b0869, b0870)","[G6453, G6454, G6455]",b0868,b0870,905740,909294,3554,"[222.0, 174.0, 144.0]",180.0,32.1247568084
"[ybjS, ybjT]","(b0868, b0869)","[G6453, G6454]",b0868,b0869,905740,908282,2542,"[222.0, 174.0]",198.0,24.0
[ybjT],"(b0869,)",[G6454],b0869,b0869,906852,908282,1430,[174.0],174.0,0.0
"[ybjT, ltaE]","(b0869, b0870)","[G6454, G6455]",b0869,b0870,906852,909294,2442,"[174.0, 144.0]",159.0,15.0
[ltaE],"(b0870,)",[G6455],b0870,b0870,908293,909294,1001,[144.0],144.0,0.0
"[ltaE, poxB]","(b0870, b0871)","[G6455, EG10754]",b0870,b0871,908293,911049,2756,"[144.0, 234.0]",189.0,45.0
[poxB],"(b0871,)",[EG10754],b0871,b0871,909331,911049,1718,[234.0],234.0,0.0
[hcr],"(b0872,)",[G6456],b0872,b0872,911182,912150,968,[492.0],492.0,0.0
[hcp],"(b0873,)",[G6457],b0873,b0873,912162,913814,1652,[732.0],732.0,0.0
[aqpZ],"(b0875,)",[EG13270],b0875,b0875,915352,916047,695,[516.0],516.0,0.0
[ybjD],"(b0876,)",[G6459],b0876,b0876,916473,918131,1658,[222.0],222.0,0.0
[macA],"(b0878,)",[G6461],b0878,b0878,919235,920350,1115,[270.0],270.0,0.0
"[macA, macB, cspD]","(b0878, b0879, b0880)","[G6461, G6462, EG11111]",b0878,b0880,919235,922590,3355,"[270.0, 264.0, 924.0]",486.0,309.722456403
[macB],"(b0879,)",[G6462],b0879,b0879,920347,922293,1946,[264.0],264.0,0.0
[cspD],"(b0880,)",[EG11111],b0880,b0880,922366,922590,224,[924.0],924.0,0.0
"[cspD, clpS, clpA]","(b0880, b0881, b0882)","[EG11111, G6463, EG10156]",b0880,b0882,922366,925540,3174,"[924.0, 258.0, 372.0]",518.0,290.833285578
"[cspD, clpS]","(b0880, b0881)","[EG11111, G6463]",b0880,b0881,922366,923233,867,"[924.0, 258.0]",591.0,333.0
"[clpS, clpA]","(b0881, b0882)","[G6463, EG10156]",b0881,b0882,922913,925540,2627,"[258.0, 372.0]",315.0,57.0
[clpS],"(b0881,)",[G6463],b0881,b0881,922913,923233,320,[258.0],258.0,0.0
[clpA],"(b0882,)",[EG10156],b0882,b0882,923264,925540,2276,[372.0],372.0,0.0
[serW],"(b0883,)",[EG30096],b0883,b0883,925884,925971,87,[172800.0],172800.0,0.0
[infA],"(b0884,)",[EG10504],b0884,b0884,926225,926443,218,[204.0],204.0,0.0
[aat],"(b0885,)",[EG11112],b0885,b0885,926728,927432,704,[312.0],312.0,0.0
"[aat, cydC]","(b0885, b0886)","[EG11112, EG10012]",b0885,b0886,926728,929195,2467,"[312.0, 246.0]",279.0,33.0
"[cydC, cydD]","(b0886, b0887)","[EG10012, EG11405]",b0886,b0887,927474,930962,3488,"[246.0, 450.0]",348.0,102.0
[cydD],"(b0887,)",[EG11405],b0887,b0887,929196,930962,1766,[450.0],450.0,0.0
[trxB],"(b0888,)",[EG11032],b0888,b0888,931085,932050,965,[234.0],234.0,0.0
[lrp],"(b0889,)",[EG10547],b0889,b0889,932595,933089,494,[344.82],344.82,0.0
"[lolA, rarA]","(b0891, b0892)","[G6465, EG12690]",b0891,b0892,937372,939337,1965,"[186.0, 344.82]",265.41,79.41
[lolA],"(b0891,)",[G6465],b0891,b0891,937372,937983,611,[186.0],186.0,0.0
[rarA],"(b0892,)",[EG12690],b0892,b0892,937994,939337,1343,[344.82],344.82,0.0
[serS],"(b0893,)",[EG10947],b0893,b0893,939428,940720,1292,[156.0],156.0,0.0
"[dmsA, dmsB]","(b0894, b0895)","[EG10232, EG10233]",b0894,b0895,940959,944031,3072,"[344.82, 354.0]",349.41,4.59
[dmsA],"(b0894,)",[EG10232],b0894,b0894,940959,943403,2444,[344.82],344.82,0.0
"[dmsA, dmsB, dmsC]","(b0894, b0895, b0896)","[EG10232, EG10233, EG10234]",b0894,b0896,940959,944896,3937,"[344.82, 354.0, 402.0]",366.94,25.0728378928
"[dmsB, dmsC]","(b0895, b0896)","[EG10233, EG10234]",b0895,b0896,943414,944896,1482,"[354.0, 402.0]",378.0,24.0
[ycaC],"(b0897,)",[EG11241],b0897,b0897,944931,945557,626,[344.82],344.82,0.0
[ycaD],"(b0898,)",[EG11242],b0898,b0898,945871,947019,1148,[324.0],324.0,0.0
[ycaM],"(b0899,)",[G6466],b0899,b0899,947229,948659,1430,[432.0],432.0,0.0
