	Genes.tsv					KB	Simulation	Essentiality						EcoGene			WCM curation	Gene Ontology
True	EG10138	cdh	CDP-diglyceride hydrolase / CDP-diacylglycerol pyrophosphatase	characterized	characterized	3.3641362693E-06	0.81	0.715	0.249	0.194	N	N	u	CDP-diacylglycerol phosphotidylhydrolase	Enzyme; Fatty acid and phosphatidic acid biosynthesis	CDP-diglyceride hydrolase; Salmonella ortholog has both UDP sugar hydrolase (UshB) and NAD pyrophosphatase (PnuE) activities	Met Orth 	CDP-diacylglycerol catabolic process
True	EG10139	cdsA	CDP-diglyceride synthetase	characterized	characterized	0.0003876386	1.00	N.A.	N.A.	N.A.	E	E	u	CDP-diglyceride synthase	Enzyme; Fatty acid and phosphatidic acid biosynthesis	CDP-diglyceride synthase, integral membrane protein with eight transmembrane helices; also known as phosphatidate cytidylyltransferase	Met Orth 	CDP-diacylglycerol biosynthetic process
False	EG10144	chbF	monoacetylchitobiose-6-phosphate hydrolase	characterized	characterized	5.8410012505E-07	0.16	0.761	0.322	0.241	N	N	N	phospho-chitobiase; general 6-phospho-beta-glucosidase activity	Enzyme; Degradation of small molecules: N,N'-diacetylchitobiose	N,N'-diacetylchitobiose utilization, phospho-chitobiase; can hydrolyze a variety of phospho-beta-glucosides	Met Orth 	diacetylchitobiose catabolic process
False	EG10152	modC	molybdate ABC transporter - ATP binding subunit	characterized	characterized	8.42738105377E-06	0.94	0.829	0.266	0.394	N	N	N	molybdate ABC transporter ATPase; chlorate resistance protein	Transport; Transport of small molecules: Anions	Molybdate ABC transporter ATPase; chlorate resistance	Met Orth 	molybdate ion transport
False	EG10153	moeA	molybdenum molybdopterin ligase	characterized	characterized	0.00000597	0.91	0.862	0.129	0.138	N	N	N	molybdopterin molybdenumtransferase; molybdopterin biosynthesis protein	Enzyme; Biosynthesis of cofactors, carriers: Molybdopterin	Molybdopterin molybdenumtransferase; molybdopterin (MPT) synthesis; incorporation of molybdenum into MPT; chlorate resistance	Met Orth 	N/A
False	EG10154	moeB	molybdopterin-synthase adenylyltransferase	characterized	characterized	9.79322250384E-06	0.94	0.891	0.141	0.145	N	N	u	molybdopterin synthase sulfurylase	Enzyme; Biosynthesis of cofactors, carriers: Molybdopterin	Molybdopterin-synthase sulfurylase; adenylation of MoaD C-terminus; chlorate resistance; zinc-containing enyzyme	Met Orth 	N/A
False	EG10155	cirA	outer membrane receptor involved in uptake of ferric dihyroxybenzoylserine	characterized	characterized	0.0010180249	1.00	0.784	0.25	0.149	N	N	u	colicin IA outer membrane receptor and translocator; ferric iron-catecholate transporter	Membrane; Outer membrane constituents	Colicin IA outer membrane receptor and translocator; ferric iron-catecholate transporter	Met Orth 	iron assimilation
False	EG10160	cpdB	23 cyclic phosphodiesterase/3 nucleotidase	characterized	characterized	5.7927503293E-06	0.84	0.801	0.364	0.431	N	N	N	2':3'-cyclic-nucleotide 2'-phosphodiesterase	Enzyme; Salvage of nucleosides and nucleotides	2',3'-cyclic nucleotide 2'-phosphodiesterase, periplasmic	Met Orth 	N/A
True	EG10161	cpsB	mannose-1-phosphate guanylyltransferase	characterized	characterized	1.5788113461E-07	0.03	0.85	0.353	0.412	N	N	N	mannose-1-phosphate guanyltransferase	Enzyme; Central intermediary metabolism: Sugar-nucleotide biosynthesis, conversions	Mannose 1-P guanyltransferase synthesis; extracellular capsule polysaccharide ccolanic acid biosynthesis	Met Orth 	GDP-mannose biosynthetic process
True	EG10162	cpsG	phosphomannomutase	characterized	characterized	4.60542096796E-07	0.13	0.751	0.244	0.26	N	N	N	phosphomannomutase	Enzyme; Central intermediary metabolism: Pool, multipurpose conversions	Phosphomannomutase isozyme; colanic acid biosynthesis synthesis	Met Orth 	GDP-mannose biosynthetic process
True	EG10165	crr	Crr	characterized	characterized	0.000299492	1.00	0.826	0.52	0.597	N	N	N	glucose-specific enzyme IIA component of PTS	Enzyme; Transport of small molecules: Carbohydrates, organic acids, alcohols	EIIA(Glc), phosphocarrier for glucose PTS transport; negative control of rpoS	Met Orth 	trehalose transport
False	EG10168	lnt	apolipoprotein N-acyltransferase	characterized	characterized	1.11353294419E-05	1.00	N.A.	N.A.	N.A.	X	E	u	apolipoprotein N-acyltransferase	Enzyme; Transport of small molecules: Cations	Apolipoprotein N-acyltransferase; copper sensitivity	Met Orth 	lipoprotein biosynthetic process
True	EG10170	cyaA	adenylate cyclase	characterized	characterized	8.62998089741E-05	1.00	0.324	0.455	0.295	N	N	N	adenylate cyclase	Enzyme; Global regulatory functions	Adenylate cyclase	Met Orth 	cAMP biosynthetic process
True	EG10173	cydA	cytochrome <i>bd</i>-I terminal oxidase subunit I	characterized	characterized	2.22324116382E-05	1.00	N.A.	N.A.	N.A.	E	N	N	cytochrome d terminal oxidase, subunit I	Enzyme; Energy metabolism, carbon: Electron transport	Cytochrome d (bd-I) ubiquinol oxidase subunit 1; upregulated in biofilms and microaerobic conditions; aerobically repressed by H-NS; anaerobically repressed by FNR	Met Orth 	N/A
True	EG10174	cydB	cytochrome <i>bd</i>-I terminal oxidase subunit II	characterized	characterized	2.52302414947E-05	1.00	0.525	0.423	0.419	E	N	u	cytochrome d terminal oxidase, subunit II	Enzyme; Energy metabolism, carbon: Electron transport	Cytochrome d (bd-I) ubiquinol oxidase subunit 2; upregulated in biofilms and microaerobic conditions; aerobically repressed by H-NS; anaerobically repressed by FNR	Met Orth 	N/A
False	EG10175	cynS	cyanase monomer	characterized	characterized	1.5274579968E-06	0.31	0.807	0.286	0.296	E	N	u	cyanate aminohydrolase	Enzyme; Central intermediary metabolism: Pool, multipurpose conversions	Cyanate aminohydrolase	Met Orth 	cyanate catabolic process
True	EG10176	cynT	carbonic anhydrase monomer	characterized	characterized	9.31387407415E-07	0.06	0.732	0.291	0.332	N	N	N	carbonic anhydrase	Enzyme; Central intermediary metabolism: Pool, multipurpose conversions	Carbonic anhydrase, beta class	Met Orth 	cyanate catabolic process
False	EG10177	cynX	cyanate transporter	characterized	characterized	1.9386167304E-07	0.06	0.691	0.282	0.613	N	N	u	putative cyanate transporter	Transport; Transport of small molecules: Anions	Putative transporter, function unknown, cyn operon	Met Orth 	cyanate catabolic process
True	EG10178	cyoA	cytochrome <i>bo</i> terminal oxidase subunit II	characterized	characterized	0.0003445511	1.00	0.71	0.27	0.269	N	N	u	cytochrome o ubiquinol oxidase subunit II	Enzyme; Energy metabolism, carbon: Aerobic respiration	Cytochrome o oxidase subunit II, lipoprotein; also called cytochrome bo(3) ubiquinol oxidase subunit II	Met Orth 	N/A
True	EG10179	cyoB	cytochrome <i>bo</i> terminal oxidase subunit I	characterized	characterized	0.0001764603	1.00	0.717	0.24	0.251	N	N	N	cytochrome o ubiquinol oxidase subunit I	Enzyme; Energy metabolism, carbon: Aerobic respiration	Cytochrome o oxidase subunit I, quinone-binding domain; cytochrome bo(3) ubiquinol oxidase subunit I	Met Orth 	N/A
True	EG10180	cyoC	cytochrome <i>bo</i> terminal oxidase subunit III	characterized	characterized	0.0001546352	1.00	0.705	0.212	0.206	N	N	N	cytochrome o ubiquinol oxidase subunit III	Enzyme; Energy metabolism, carbon: Aerobic respiration	Cytochrome o oxidase subunit III; cytochrome bo(3) ubiquinol oxidase subunit III	Met Orth 	N/A
True	EG10181	cyoD	cytochrome <i>bo</i> terminal oxidase subunit IV	characterized	characterized	8.20974436319E-05	1.00	0.756	0.262	0.273	E	N	N	cytochrome o ubiquinol oxidase subunit IV	Enzyme; Energy metabolism, carbon: Aerobic respiration	Cytochrome o oxidase subunit IV; cytochrome bo(3) ubiquinol oxidase subunit IV	Met Orth 	N/A
True	EG10182	cyoE	heme O synthase	characterized	characterized	5.81166055662E-05	1.00	0.505	0.397	0.655	N	N	u	protoheme IX farnesyltransferase	Enzyme; Energy metabolism, carbon: Aerobic respiration	Cytochrome o oxidase protoheme IX farnesyltransferase subunit	Met Orth 	heme O biosynthetic process
True	EG10183	cysA	sulfate / thiosulfate ABC transporter - ATP binding subunit	characterized	characterized	7.52816968559E-05	1.00	0.715	0.383	0.379	N	N	N	sulfate/thiosulfate transporter subunit	Transport; Transport of small molecules: Anions	Sulfate/thiosulfate ABC transporter ATPase subunit	Met Orth 	sulfate transport
True	EG10185	cysC	CysC	characterized	characterized	4.05681232607E-05	1.00	0.79	0.029	0.124	?	N	N	adenosine 5'-phosphosulfate kinase	Enzyme; Central intermediary metabolism: Sulfur metabolism	Adenylylsulfate kinase, APS kinase	Met Orth 	sulfate assimilation
True	EG10186	cysD	CysD	characterized	characterized	0.0001523954	1.00	0.767	0.104	0.155	N	N	N	sulfate adenylyltransferase, subunit 2	Enzyme; Central intermediary metabolism: Sulfur metabolism	Sulfate adenylyltransferase subunit 2	Met Orth 	sulfate reduction
True	EG10187	cysE	serine acetyltransferase monomer	characterized	characterized	2.76633582398E-05	1.00	0.582	0.008	0.018	E	N	N	serine acetyltransferase	Enzyme; Amino acid biosynthesis: Cysteine	Serine acetyltransferase (SAT); first step in cysteine synthesis; feedback inhibited by cysteine; hexameric	Met Orth 	cysteine biosynthetic process from serine
True	EG10188	cysG	CysG	characterized	characterized	4.62928488674E-06	0.91	0.738	0.01	0.013	X	N	N	fused siroheme synthase 1,3-dimethyluroporphyriongen III dehydrogenase and siroheme ferrochelatase/uroporphyrinogen methyltransferase	Enzyme; Biosynthesis of cofactors, carriers: Heme, porphyrin	Siroheme synthase, multifunctional enzyme; has three activities: uroporphyrinogen III methyltransferase, SAM-dependent; precorrin-2 dehydrogenase; sirohydrochlorin ferrochelatase	Met Orth 	siroheme biosynthetic process
True	EG10189	cysH	CysH	characterized	characterized	4.37835369067E-05	1.00	0.814	0.012	0.026	N	N	N	phosphoadenosine phosphosulfate reductase; PAPS reductase, thioredoxin dependent	Enzyme; Central intermediary metabolism: Sulfur metabolism	Phosphoadenosine phosphosulfate reductase; PAPS reductase, thioredoxin dependent	Met Orth 	sulfate assimilation phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)
True	EG10190	cysI	sulfite reductase	characterized	characterized	0.0001111811	1.00	0.862	0.017	0.016	N	N	N	sulfite reductase, beta subunit, NAD(P)-binding, heme-binding	Enzyme; Central intermediary metabolism: Sulfur metabolism	Sulfite reductase [NADPH] hemoprotein beta-component; has 4Fe-4S iron-sulfur center	Met Orth 	hydrogen sulfide biosynthetic process
True	EG10191	cysJ	sulfite reductase	characterized	characterized	4.40824710015E-05	1.00	0.698	0.018	0.028	N	N	N	sulfite reductase, alpha subunit, flavoprotein	Enzyme; Central intermediary metabolism: Sulfur metabolism	Sulfite reductase [NADPH] flavoprotein alpha-component; binds FMN and FAD	Met Orth 	sulfate assimilation
True	EG10192	cysK	CysK	characterized	characterized	0.0008024085	1.00	0.806	0.171	0.154	N	N	N	cysteine synthase A, O-acetylserine sulfhydrolase A subunit	Enzyme; Amino acid biosynthesis: Cysteine	Cysteine synthase A, O-acetylserine sulfhydrylase A; homodimeric; selenate, azaserine, chromate resistance; alkali-inducible, sulfate starvation-inducible protein SSI5; cysteine desulfhydrase	Met Orth 	cysteine biosynthetic process from serine
True	EG10193	cysM	CysM	characterized	characterized	0.000057581	1.00	0.809	0.301	0.188	N	N	N	cysteine synthase B (O-acetylserine sulfhydrolase B)	Enzyme; Amino acid biosynthesis: Cysteine	Cysteine synthase B, O-acetylserine sulfhydrylase B	Met Orth 	cysteine biosynthetic process from serine
True	EG10194	cysN	CysN	characterized	characterized	0.0001332757	1.00	0.797	0.088	0.133	N	N	u	sulfate adenylyltransferase, subunit 1	Enzyme; Central intermediary metabolism: Sulfur metabolism	Sulfate adenylyltransferase subunit 1; putative ATP sulfurylase GTPase subunit	Met Orth 	hydrogen sulfide biosynthetic process
True	EG10195	cysP	sulfate / thiosulfate ABC transporter - periplasmic binding protein CysP	characterized	characterized	2.7451112537E-05	1.00	0.746	0.517	0.559	N	N	N	thiosulfate-binding protein	Transport; Transport of small molecules: Anions	Thiosulfate-binding protein, periplasmic	Met Orth 	sulfate transport
True	EG10196	cysS	cysteinyl-tRNA synthetase	characterized	characterized	2.52794872491E-05	1.00	N.A.	N.A.	N.A.	E	E	u	cysteinyl-tRNA synthetase	Enzyme; Aminoacyl tRNA synthetases, tRNA modification	Cysteine--tRNA ligase; binds Zn(II)	Met Orth 	cysteinyl-tRNA aminoacylation
True	EG10197	cysU	sulfate / thiosulfate ABC transporter - membrane subunit	characterized	characterized	1.97128229365E-05	1.00	0.796	0.439	0.492	N	N	u	sulfate/thiosulfate ABC transporter permease	Transport; Transport of small molecules: Anions	Sulfate/thiosulfate ABC transporter permease	Met Orth 	sulfate transport
True	EG10198	cysW	sulfate / thiosulfate ABC transporter - membrane subunit	characterized	characterized	5.06551527928E-05	1.00	0.672	0.432	0.441	E	N	N	sulfate/thiosulfate ABC transporter permease	Transport; Transport of small molecules: Anions	Sulfate/thiosulfate ABC transporter permease	Met Orth 	sulfate transport
False	EG10201	dacA	D-alanyl-D-alanine carboxypeptidase	characterized	characterized	4.15777072194E-05	1.00	0.724	0.207	0.195	N	N	N	D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5)	Enzyme; Murein sacculus, peptidoglycan	D-alanine D-alanine carboxypeptidase PBP5, cell morphology; penicillin-binding protein 5; beta-lactamase activity	Met Orth 	N/A
False	EG10202	dacB	D-alanyl-D-alanine endopeptidase	characterized	characterized	6.12409746687E-06	0.91	0.771	0.377	0.376	N	N	u	D-alanyl-D-alanine carboxypeptidase	Enzyme; Murein sacculus, peptidoglycan	D-alanine D-alanine carboxypeptidase PBP4; penicillin-binding protein 4	Met Orth 	N/A
False	EG10203	dacC	penicillin-binding protein 6	characterized	characterized	1.04736617144E-05	0.97	0.721	0.351	0.393	N	N	u	D-alanyl-D-alanine carboxypeptidase; penicillin-binding protein 6a	Enzyme; Murein sacculus, peptidoglycan	D-alanine D-alanine carboxypeptidase PBP6; penicillin-binding protein 6	Met Orth 	N/A
True	EG10205	dapA	4-hydroxy-tetrahydrodipicolinate synthase	characterized	characterized	0.0001825526	1.00	N.A.	N.A.	N.A.	E	N	u	dihydrodipicolinate synthase	Enzyme; Amino acid biosynthesis: Lysine	Dihydrodipicolinate synthase	Met Orth 	diaminopimelate biosynthetic process
True	EG10206	dapB	4-hydroxy-tetrahydrodipicolinate reductase	characterized	characterized	3.5642918211E-05	1.00	N.A.	N.A.	N.A.	E	N	u	dihydrodipicolinate reductase	Enzyme; Amino acid biosynthesis: Lysine	Dihydrodipicolinate reductase	Met Orth 	diaminopimelate biosynthetic process
True	EG10207	dapD	tetrahydrodipicolinate succinylase	characterized	characterized	0.0001614461	1.00	N.A.	N.A.	N.A.	E	N	u	2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase	Enzyme; Amino acid biosynthesis: Lysine	2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase; mutations suppress growth defects of strains lacking superoxide dismutase	Met Orth 	diaminopimelate biosynthetic process
True	EG10208	dapE	<i>N</i>-succinyl-L-diaminopimelate desuccinylase subunit	characterized	characterized	1.43503714471E-05	0.97	N.A.	N.A.	N.A.	E	N	u	N-succinyl-diaminopimelate deacylase	Enzyme; Amino acid biosynthesis: Lysine	N-succinyl-diaminopimelate desuccinylase, DAP/lysine biosynthesis, contains Zn(2+)/Co(2+)	Met Orth 	diaminopimelate biosynthetic process
True	EG10209	dapF	DapF	characterized	characterized	1.77797563869E-05	1.00	0.69	0.291	0.282	E	N	u	diaminopimelate epimerase	Enzyme; Amino acid biosynthesis: Lysine	Diaminopimelate epimerase	Met Orth 	N/A
True	EG10213	ddlA	D-alanine-D-alanine ligase A	characterized	characterized	1.08479427399E-05	0.97	0.86	0.268	0.324	N	u	u	D-alanine-D-alanine ligase A	Enzyme; Murein sacculus, peptidoglycan	D-alanine:D-alanine ligase A, ADP-forming	Met Orth 	N/A
True	EG10214	ddlB	D-alanine-D-alanine ligase B	characterized	characterized	1.09899450768E-05	1.00	0.734	0.27	0.005	E	N	u	D-alanine:D-alanine ligase	Enzyme; Murein sacculus, peptidoglycan	D-alanine:D-alanine ligase B, ADP-forming	Met Orth 	N/A
True	EG10217	accD	acetyl-CoA carboxyltransferase	characterized	characterized	7.95462558139E-05	1.00	N.A.	N.A.	N.A.	N*	E	u	acetyl-CoA carboxylase, beta (carboxyltransferase) subunit	Enzyme; Fatty acid and phosphatidic acid biosynthesis	Acetyl-CoA carboxylase, carboxyltransferase beta subunit	Met Orth 	long-chain fatty acid biosynthetic process
True	EG10219	deoA	DeoA	characterized	characterized	2.38877371522E-06	0.63	0.82	0.327	0.37	N	N	N	thymidine phosphorylase	Enzyme; Salvage of nucleosides and nucleotides	Thymidine phosphorylase; homodimeric	Met Orth 	N/A
True	EG10220	deoB	phosphopentomutase	characterized	characterized	1.00603366146E-05	0.94	0.789	0.262	0.265	N	N	u	phosphopentomutase	Enzyme; Salvage of nucleosides and nucleotides	Phosphopentomutase; deoxyribouratase	Met Orth 	5-phosphoribose 1-diphosphate biosynthetic process
True	EG10221	deoC	deoxyribose-phosphate aldolase	characterized	characterized	0.000005567	0.97	0.748	0.305	0.324	N	N	N	2-deoxyribose-5-phosphate aldolase, NAD(P)-linked	Enzyme; Salvage of nucleosides and nucleotides	2-deoxy-D-ribose 5-phosphate aldolase (DERA); deoxyriboaldolase	Met Orth 	deoxyribonucleotide catabolic process
True	EG10222	deoD	purine nucleoside phosphorylase	characterized	characterized	3.88578223286E-05	1.00	0.784	0.326	0.315	N	N	N	purine nucleoside phosphorylase 1; nicotinamide 1-beta-D-riboside phosphorylase	Enzyme; Salvage of nucleosides and nucleotides	Purine nucleoside phosphorylase 1; PNP-I; nicotinamide 1-beta-D-riboside phosphorylase; hexameric	Met Orth 	purine nucleoside interconversion
True	EG10224	dgkA	DgkA	characterized	characterized	1.02086302202E-05	1.00	0.847	0.199	0.225	X	N	N	diacylglycerol kinase	Enzyme; Fatty acid and phosphatidic acid biosynthesis	Diacylglycerol kinase	Met Orth 	N/A
